"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT14","WT16","WT17","WT18"
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-15",,,"    1",,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-16",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-17",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-18",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-19",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-20",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-21",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-22",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-23",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-24",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-25",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-26",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-27",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-28",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-29",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-30",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-08-31",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-09-01",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-09-02",,,,,,,,,,,,,,,
"USC00292100","CORRALES, NM US","35.2488","-106.595","1531.9","1989-09-03",,,,,,,,,,,,,,,
