"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-12",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-16",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-25",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-06-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-01","    1",,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-02",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-09",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-21",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-25","    1",,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-07-31",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-01",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-02",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-04",,,"    1",,"    1",,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-15",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-17",,,"    1",,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-25",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-08-31",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-01","    1",,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-02",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-25",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-09-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-01",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-02",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-25",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-10-31",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-01",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-02",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-25",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-26",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-27",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-28",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-29",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-11-30",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-01",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-02",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-03",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-04",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-05",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-06",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-07",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-08",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-09",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-10",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-11",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-12",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-13",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-14",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-15",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-16",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-17",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-18",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-19",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-20",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-21",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-22",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-23",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-24",,,,,,,,,,,,,,,,,,,,
"USC00112763","ELK GROVE VILLAGE, IL US","42.00333","-88.00694","213.4","1997-12-25",,,,,,,,,,,,,,,,,,,,
