"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT14","WT16","WT18"
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-21",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-22",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-23",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-24",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-25",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-26",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-27",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-28",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-29",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-30",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1990-12-31",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-01",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-02",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-03",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-04",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-05",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-06",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-07",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-08",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-09",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-10",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-11",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-12",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-13",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-14",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-15",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-16",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-17",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-18",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-19",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-20",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-21",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-22",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-23",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-24",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-25",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-26",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-27",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-28",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-29",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-30",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-01-31",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-02-01",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-02-02",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-02-03",,,,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","36.1353","-115.4272","1146.0","1991-02-04",,,,,,,,,,,,,
