"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT14","WT15","WT16","WT17","WT18"
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-22",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-23",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-24",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-25",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-26",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-27",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-28",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-29",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-30",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-07-31",,,"    1",,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-01",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-02",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-03",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-04",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-05",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-06",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-07",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-08",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-09",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-10",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-11",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-12",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-13",,,,,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-14","    1",,"    1",,,,,,,,,,,,,
"USC00126542","OGDEN DUNES, IN US","41.61667","-87.18333","185.9","1985-08-15",,,,,,,,,,,,,,,,
