"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-05-31",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-06-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-07-31",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-09-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-10-31",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-26",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-27",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-28",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-29",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-11-30",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-01",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-02",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-03",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-04",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-05",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-06",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-07",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-08",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-09",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-10",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-11",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-12",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-13",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-14",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-15",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-16",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-17",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-18",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-19",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-20",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-21",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-22",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-23",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-24",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-25",,,,,,,,,,,,,
"USC00265400","MOUNT CHARLESTON FIRE STATION, NV US","36.2599","-115.645","2273.8","1980-12-26",,,,,,,,,,,,,
