"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-21",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-22",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-23",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-24",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-25",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-26",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-27",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-28",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-29",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-30",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-10-31",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-01",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-02",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-03",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-04",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-05",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-06",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-07",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-08",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-09",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-10",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-11",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-12",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-13",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-14",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-15",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-16",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-17",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-18",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-19",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-20",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-21",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-22",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-23",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-24",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-25",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-26",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-27",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-28",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-29",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-11-30",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-02",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-03",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-04",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-05",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-06",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-07",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-08",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-09",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-10",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-11",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-12",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-13",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-14",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-15",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-16",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-17",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-18",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-19",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-20",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-21",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-22",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-23",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-24",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-27",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-28",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-29",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-30",,,,,,,,,,,,,,,,,,,,,
"USC00115763","MONEE RESERVOIR, IL US","41.39355","-87.76438","229.5","2004-12-31",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-01",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-02",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-03",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-04",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-05","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-06",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-07",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-08",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-09",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-10",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-11",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-12",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-13",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-14",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-15",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-16",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-17",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-18",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-19",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-20",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-21",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-22",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-23",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-24",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-25",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-26",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-27",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-28",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-29",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-30",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-01-31",,,,"    1",,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-01",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-02","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-03","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-04",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-05",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-06",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-07",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-08",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-09",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-10",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-11",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-12",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-13",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-14",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-15",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-16",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-17",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-18",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-19",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-20",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-21",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-22",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-23",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-24",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-25",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-26",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-27",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-02-28",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-01",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-02",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-03",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-04",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-05",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-06",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-07",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-08",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-09",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-10",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-11",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-12",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-13",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-14",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-15","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-16","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-17","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-18","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-19",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-20","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-21",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-22",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-23",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-24",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-25",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-26",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-27",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-28",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-29",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-30",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-03-31",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-01",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-02",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-03","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-04","    1",,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-05",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-06",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-07",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-08",,,,,,"    1",,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-09",,,,,,"    1",,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-10",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-11",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-12",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-13",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-14",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-15",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-16",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-17",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-18",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-19",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-20",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-21",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-22",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-23",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-24",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-25",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-26",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-27",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-28",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-29",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-04-30",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-01","    1",,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-02",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-03",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-04",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-05",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-06",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-07",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-08",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-09",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-10","    1",,"    1",,"    1",,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-11",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-12",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-13",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-14",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-15",,,"    1",,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-16",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-17","    1",,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-18",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-19",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-20",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-21",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-22",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-23",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-24",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-25",,,,,,,,,,,,,,,,,,,,,
"USC00118324","STREAMWOOD, IL US","42.02556","-88.17833","249.6","2003-05-26",,,,,,,,,,,,,,,,,,,,,
